"Site","Sampling.Date","Luminex.Date","Species","Age","Sex","Repro.Status","Weight","Forearm","EBOV","MARV","logEBOV","logMARV","logEBOVrs","logMARVrs","BodyCondition","ReproSex","Year"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","M",NA,220,111.8,515,14,6.24416690066374,2.63905732961526,0.61483683245842,0.0547125396716103,1.96779964221825,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","F","Pregnant",260,115.5,234.75,11.5,5.45852111808837,2.4423470353692,0.498160469254833,0.0236538998234465,2.25108225108225,"Pregnant/Lactating","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,260,120,13,8,2.56494935746154,2.07944154167984,0.0684357291921547,-0.0336453435670363,2.16666666666667,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,300,122.6,11,20.5,2.39789527279837,3.02042488614436,0.0436265041073977,0.114926762996373,2.44698205546493,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,220,114.4,13,9,2.56494935746154,2.19722457733622,0.0684357291921547,-0.0150485492371004,1.92307692307692,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,250,NA,12.25,9.75,2.50552593699074,2.27726728500976,0.0596107488467845,-0.00241058517104803,NA,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,255,117.9,8,9.25,2.07944154167984,2.22462355152433,-0.0036671032912511,-0.0107225180307552,2.16284987277354,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,290,120.6,11.5,12.25,2.4423470353692,2.50552593699074,0.050228041479307,0.0336292331377837,2.40464344941957,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,240,121.6,10.5,13.75,2.35137525716348,2.62103882411258,0.0367178101885417,0.0518675931213813,1.97368421052632,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","M",NA,190,124.8,18,15,2.89037175789616,2.70805020110221,0.116764254629191,0.0656058422098269,1.5224358974359,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","F","Pregnant",300,118.2,37.75,9,3.63098547569503,2.19722457733622,0.226752899700509,-0.0150485492371004,2.53807106598985,"Pregnant/Lactating","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","F","Pregnant",250,117,16.25,15,2.78809290877575,2.70805020110221,0.101574808682061,0.0656058422098269,2.13675213675214,"Pregnant/Lactating","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Subadult","M",NA,195,115.5,10.5,17,2.35137525716348,2.83321334405622,0.0367178101885417,0.085367883612755,1.68831168831169,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,245,NA,9,11,2.19722457733622,2.39789527279837,0.0138248715302989,0.0166353993957227,NA,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,210,119.3,13,12.25,2.56494935746154,2.50552593699074,0.0684357291921547,0.0336292331377837,1.76026823134954,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,220,113.8,9.75,11,2.27726728500976,2.39789527279837,0.0257120250534837,0.0166353993957227,1.93321616871705,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Subadult","M",NA,210,118,15,10.75,2.70805020110221,2.37490575457367,0.0896876551588765,0.0130055783456327,1.77966101694915,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Subadult","M",NA,235,115.7,6.5,11.5,1.87180217690159,2.4423470353692,-0.0345036539067373,0.0236538998234465,2.03111495246327,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,235,122.5,113,13.5,4.72738781871234,2.60268968544438,0.389579762427134,0.0489704428141041,1.91836734693878,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","F",NA,275,121.4,13,11.5,2.56494935746154,2.4423470353692,0.0684357291921547,0.0236538998234465,2.26523887973641,NA,"2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-06 00:00:00","Eidolon helvum","Adult","M",NA,235,124.4,10.25,11,2.32727770558442,2.39789527279837,0.0331390794899066,0.0166353993957227,1.88906752411576,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","M",NA,225,113.7,6.75,11,1.90954250488444,2.39789527279837,-0.0288988326083721,0.0166353993957227,1.97889182058047,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","M",NA,260,115,10.5,9,2.35137525716348,2.19722457733622,0.0367178101885417,-0.0150485492371004,2.26086956521739,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","M",NA,260,116.4,15,15,2.70805020110221,2.70805020110221,0.0896876551588765,0.0656058422098269,2.23367697594502,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-27 00:00:00","Eidolon helvum","Adult","M",NA,75,118.4,19,14,2.94443897916644,2.63905732961526,0.124793785094766,0.0547125396716103,0.633445945945946,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,205,119.2,10,11,2.30258509299405,2.39789527279837,0.0294719761986556,0.0166353993957227,1.71979865771812,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,220,129.6,9.75,14,2.27726728500976,2.63905732961526,0.0257120250534837,0.0547125396716103,1.69753086419753,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,210,123.2,12,11.75,2.484906649788,2.46385324059017,0.0565485756689699,0.027049520195114,1.70454545454545,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Subadult","F",NA,195,115,11,13.5,2.39789527279837,2.60268968544438,0.0436265041073977,0.0489704428141041,1.69565217391304,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,280,122.2,99.75,10.25,4.60266705576997,2.32727770558442,0.371057464772343,0.0054855732238996,2.29132569558101,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","F",NA,235,121,3.5,13,1.25276296849537,2.56494935746154,-0.126437251870571,0.0430116125502206,1.94214876033058,NA,"2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,380,119.3,16.75,14,2.81839825827108,2.63905732961526,0.106075460302869,0.0547125396716103,3.18524727577536,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,245,122,8.25,12.5,2.11021320034659,2.52572864430826,0.000902799968726675,0.0368190438842809,2.00819672131148,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,255,121.1,14.25,11,2.65675690671466,2.39789527279837,0.0820700809560948,0.0166353993957227,2.10569777043765,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,230,114.4,16.5,6.75,2.80336038090653,1.90954250488444,0.103842183067619,-0.0604707469583691,2.01048951048951,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,250,120,16.75,15,2.81839825827108,2.70805020110221,0.106075460302869,0.0656058422098269,2.08333333333333,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,235,119,14,13,2.63905732961526,2.56494935746154,0.0794415143272127,0.0430116125502206,1.97478991596639,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,205,119.4,16.75,14.75,2.81839825827108,2.69124308278583,0.106075460302869,0.0629521618995274,1.71691792294807,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,185,116.1,10.5,10,2.35137525716348,2.30258509299405,0.0367178101885417,0.00158685015862231,1.59345391903531,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Subadult","F",NA,110,115.5,12.75,6.5,2.54553127160443,1.87180217690159,0.0655519465913561,-0.0664295772222527,0.952380952380952,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,225,122.7,17.5,9,2.86220088092947,2.19722457733622,0.112580593817119,-0.0150485492371004,1.83374083129584,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Subadult","M",NA,195,115.6,97,10.75,4.57471097850338,2.37490575457367,0.366905703893271,0.0130055783456327,1.68685121107266,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","F",NA,220,110.4,22.5,12.75,3.11351530921037,2.54553127160443,0.149903334119097,0.0399456858914863,1.99275362318841,NA,"2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,250,NA,21,10.5,3.04452243772342,2.35137525716348,0.139657193287434,0.00929034195034159,NA,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Subadult","M",NA,220,118,48.75,7.75,3.88670519744386,2.04769284336526,0.264729870741174,-0.0386581538542658,1.86440677966102,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,205,118.4,12.75,10.5,2.54553127160443,2.35137525716348,0.0655519465913561,0.00929034195034159,1.73141891891892,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,240,129.1,9,11.5,2.19722457733622,2.4423470353692,0.0138248715302989,0.0236538998234465,1.85902401239349,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Subadult","M",NA,245,122,8.75,14.75,2.16905370036952,2.69124308278583,0.00964121071822739,0.0629521618995274,2.00819672131148,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,215,117.7,9,11.5,2.19722457733622,2.4423470353692,0.0138248715302989,0.0236538998234465,1.82667799490229,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","F",NA,260,114.9,9.25,14.25,2.22462355152433,2.65675690671466,0.0178938969545797,0.0575071305327651,2.26283724978242,NA,"2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,250,118,11,10.25,2.39789527279837,2.32727770558442,0.0436265041073977,0.0054855732238996,2.11864406779661,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,295,120,11.25,15,2.42036812865043,2.70805020110221,0.0469639510202055,0.0656058422098269,2.45833333333333,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,200,124.1,123.25,9,4.8142148129228,2.19722457733622,0.402474451276817,-0.0150485492371004,1.6116035455278,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,280,119.7,7.25,11.5,1.98100146886658,2.4423470353692,-0.0182864520411373,0.0236538998234465,2.33918128654971,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,305,117.8,3.75,49.5,1.32175583998232,3.90197266957464,-0.116191111038907,0.254114573270605,2.58913412563667,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","F",NA,290,118.8,13.25,10.75,2.58399755243223,2.37490575457367,0.0712645792465497,0.0130055783456327,2.44107744107744,NA,"2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,280,119.4,19,12.25,2.94443897916644,2.50552593699074,0.124793785094766,0.0336292331377837,2.34505862646566,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,250,124,14.5,7.25,2.67414864942653,1.98100146886658,0.0846529310577546,-0.0491880724305775,2.01612903225806,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,210,114.6,11,9,2.39789527279837,2.19722457733622,0.0436265041073977,-0.0150485492371004,1.83246073298429,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,230,117.4,8.25,9.25,2.11021320034659,2.22462355152433,0.000902799968726675,-0.0107225180307552,1.95911413969336,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,270,121.8,12.75,10,2.54553127160443,2.30258509299405,0.0655519465913561,0.00158685015862231,2.21674876847291,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2014-01-14 00:00:00","Eidolon helvum","Adult","F",NA,310,120.5,274,7.25,5.61312810638807,1.98100146886658,0.521121174347065,-0.0491880724305775,2.57261410788382,NA,"2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,220,121.2,8.75,10,2.16905370036952,2.30258509299405,0.00964121071822739,0.00158685015862231,1.81518151815182,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","F",NA,330,123.2,13,10,2.56494935746154,2.30258509299405,0.0684357291921547,0.00158685015862231,2.67857142857143,NA,"2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","F",NA,230,114.6,19.25,9.25,2.95751106073379,2.22462355152433,0.126735121725861,-0.0107225180307552,2.00698080279232,NA,"2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Subadult","F",NA,170,108.9,11,8.25,2.39789527279837,2.11021320034659,0.0436265041073977,-0.028786798325546,1.56106519742883,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,250,124.2,16.5,11,2.80336038090653,2.39789527279837,0.103842183067619,0.0166353993957227,2.01288244766506,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","F","Pregnant",245,121.2,10.5,11.25,2.35137525716348,2.42036812865043,0.0367178101885417,0.0201836444885582,2.02145214521452,"Pregnant/Lactating","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,250,127.1,11.5,13.5,2.4423470353692,2.60268968544438,0.050228041479307,0.0489704428141041,1.9669551534225,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,230,118.7,13.75,8.75,2.62103882411258,2.16905370036952,0.0767655835973043,-0.0194964563752044,1.93765796124684,"M","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Subadult","F",NA,235,115,9,8,2.19722457733622,2.07944154167984,0.0138248715302989,-0.0336453435670363,2.04347826086957,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Subadult","F",NA,220,116,9.75,8.75,2.27726728500976,2.16905370036952,0.0257120250534837,-0.0194964563752044,1.89655172413793,"Sexually immature","2013"
"37 Hospital","2013-02-18 00:00:00","2013-11-12 00:00:00","Eidolon helvum","Adult","M",NA,260,120.7,14,10,2.63905732961526,2.30258509299405,0.0794415143272127,0.00158685015862231,2.15410107705054,"M","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Subadult","F","Sexually immature",74,85.5,209.75,16,5.34591634534732,2.77258872223978,0.497099757005297,0.0711980823479523,0.865497076023392,"Sexually immature","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Subadult","M","Sexually immature",96,87,12,11,2.484906649788,2.39789527279837,0.07014042488207,0,1.10344827586207,"Sexually immature","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Subadult","F","Sexually immature",70,81.2,149,17,5.00394630594546,2.83321334405622,0.446066270521209,0.0827177841811036,0.862068965517241,"Sexually immature","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",85,81.2,132,11.25,4.88280192258637,2.42036812865043,0.427987434546008,0.00427022208136766,1.04679802955665,"Pregnant/Lactating","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Juvenile","M","Sexually immature",48,73.7,13.75,11.5,2.62103882411258,2.4423470353692,0.0904559457697902,0.00844658548674392,0.651289009497965,"Sexually immature","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Adult","M","Scrotum, testes",135,91,16.75,15,2.81839825827108,2.70805020110221,0.11990864295125,0.0589346735549294,1.48351648351648,"M","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Juvenile","F","Sexually immature",105,75.2,17,11,2.83321334405622,2.39789527279837,0.122119554414427,0,1.39627659574468,"Sexually immature","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Juvenile","M","Sexually immature",55,80.2,15,13,2.70805020110221,2.56494935746154,0.103440983696882,0.0317430969079957,0.685785536159601,"Sexually immature","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",85,82,175.25,18.5,5.1662135259147,2.91777073208428,0.470282023432181,0.0987851157155214,1.03658536585366,"Pregnant/Lactating","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Adult","F","Pregnant",95,87.4,45,12.5,3.80666248977032,2.52572864430826,0.267391063894148,0.0242904991404189,1.08695652173913,"Pregnant/Lactating","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Adult","M","Scrotum, testes",135,80.8,34.5,13.25,3.54095932403731,2.58399755243223,0.227739172339753,0.0353625755941728,1.67079207920792,"M","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Juvenile","F","Sexually immature",56,75.9,11.5,9.25,2.4423470353692,2.22462355152433,0.0637890921424867,-0.0329245528530899,0.737812911725955,"Sexually immature","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Subadult","F","Sexually immature",90,81.8,455,20.5,6.12029741895095,3.02042488614436,0.612663582779064,0.118291138372243,1.10024449877751,"Sexually immature","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Subadult","F","Sexually immature",90,86.4,162.25,18.25,5.0891383555842,2.9041650800285,0.458779803324828,0.0961998120842222,1.04166666666667,"Sexually immature","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Adult","F","Sexually immature",90,86.9,50.25,11,3.91701054693918,2.39789527279837,0.283858723148516,0,1.03567318757192,"Sexually immature","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Adult","F","Sexually immature",93,85.6,92,17.5,4.52178857704904,2.86220088092947,0.374112043233132,0.088225905661324,1.08644859813084,"Sexually immature","2013"
"37 Hospital","2013-06-10 00:00:00","2013-11-18 00:00:00","Epomophorus gambianus","Juvenile",NA,"Sexually immature",NA,75.2,14,10.5,2.63905732961526,2.35137525716348,0.0931449157118436,-0.00883958849277681,NA,"Sexually immature","2013"
